brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price
Oppo,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,134.0,2016,554,230.49
Samsung,Android,25.43,no,no,3.15,1.3,16.0,4.0,6800.0,487.0,2014,760,269.85
Oppo,Android,15.34,yes,yes,8.0,32.0,128.0,8.0,4025.0,181.0,2019,330,439.33
Alcatel,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,136.5,2013,900,141.71
Huawei,Android,15.9,yes,no,13.0,32.0,128.0,6.0,4000.0,178.0,2019,244,290.12
Lava,Android,12.7,no,no,3.15,1.3,16.0,4.0,2000.0,175.0,2013,1031,88.84
Nokia,Android,12.83,yes,no,8.0,5.0,128.0,4.0,3260.0,177.0,2018,604,549.82
Others,Windows,15.14,yes,no,16.0,8.0,64.0,4.0,4150.0,195.0,2016,711,699.46
Others,Android,12.83,no,no,5.0,0.3,16.0,4.0,2250.0,184.0,2013,728,118.44
Huawei,Android,10.29,yes,no,5.0,2.0,16.0,4.0,2000.0,153.0,2014,644,130.91
OnePlus,Android,16.94,yes,yes,,16.0,256.0,12.0,4085.0,206.0,2019,280,800.92
ZTE,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3140.0,162.0,2016,924,200.66
Oppo,Android,15.37,yes,no,8.0,8.0,64.0,3.0,5000.0,195.0,2019,368,126.62
LG,Android,12.7,no,no,5.0,0.3,16.0,4.0,2540.0,140.45,2014,722,119.88
Asus,Android,12.75,yes,no,13.0,8.0,32.0,4.0,5000.0,175.0,2017,858,179.98
Asus,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,155.0,2016,578,329.4
LG,Others,7.62,no,no,1.3,5.0,32.0,0.25,950.0,125.0,2015,674,100.95
Lava,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,136.0,2014,698,97.38
Meizu,Android,15.39,yes,yes,,20.0,128.0,8.0,4500.0,219.0,2020,139,600.09
Alcatel,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2960.0,159.95,2016,911,148.84
LG,Android,15.8,yes,no,8.0,16.0,64.0,4.0,4050.0,172.0,2019,289,189.95
Others,Android,10.34,no,no,13.0,2.0,16.0,4.0,2100.0,143.1,2014,739,289.82
Sony,Android,10.34,yes,no,5.0,2.0,32.0,4.0,2300.0,135.0,2015,1010,147.52
Panasonic,Android,12.83,yes,no,16.0,5.0,32.0,4.0,3000.0,142.0,2016,708,171.14
XOLO,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,138.0,2013,863,120.34
Asus,Android,18.01,yes,no,8.0,2.0,32.0,4.0,4680.0,320.0,2016,1055,279.85
Others,Android,12.7,yes,no,13.0,8.0,64.0,4.0,3000.0,152.0,2017,895,168.51
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3150.0,155.3,2015,879,300.34
Samsung,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2600.0,146.0,2015,1011,157.64
Lenovo,Android,12.7,no,no,8.0,1.6,32.0,4.0,2250.0,163.3,2014,802,139.14
LG,Android,15.29,yes,no,16.0,5.0,64.0,4.0,3300.0,172.0,2018,394,417.74
Others,Android,17.78,no,no,0.3,0.3,32.0,4.0,3000.0,289.0,2013,578,81.07
LG,Android,17.78,no,no,3.15,1.3,32.0,4.0,4000.0,293.0,2014,1015,159.43
Spice,Android,17.78,no,no,3.15,1.3,16.0,4.0,3000.0,450.0,2013,959,120.35
Xiaomi,Android,12.83,yes,no,13.0,5.0,16.0,4.0,4000.0,164.0,2015,812,179.82
ZTE,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2540.0,130.0,2016,918,117.96
LG,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2100.0,132.0,2016,549,100.33
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2500.0,180.0,2015,816,160.72
Samsung,Android,12.7,yes,no,16.0,5.0,32.0,3.0,2800.0,172.0,2019,222,259.07
Panasonic,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,126.0,2016,966,98.06
Google,Android,12.88,yes,no,12.2,8.0,64.0,6.0,2800.0,162.0,2019,464,483.65
LG,Android,15.44,yes,yes,5.0,10.0,128.0,8.0,5000.0,213.0,2020,248,699.31
Sony,Android,15.34,yes,no,8.0,2.0,16.0,4.0,3050.0,212.0,2013,1081,279.91
Honor,Android,12.75,yes,no,13.0,8.0,16.0,4.0,3300.0,156.0,2016,556,169.99
Sony,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3300.0,178.0,2018,694,189.97
Lenovo,Android,15.24,yes,no,13.0,8.0,64.0,4.0,3760.0,176.0,2018,434,150.63
HTC,Android,12.75,yes,no,16.0,16.0,64.0,4.0,2500.0,145.0,2017,774,150.94
Motorola,Android,15.34,yes,no,,16.0,64.0,4.0,5000.0,197.0,2020,202,147.95
Lenovo,Android,15.32,yes,no,13.0,16.0,128.0,4.0,3300.0,172.0,2018,716,221.4
Sony,Android,12.9,yes,no,19.0,13.0,64.0,4.0,3540.0,236.0,2018,520,898.4
Karbonn,Android,10.16,no,no,3.15,0.3,16.0,4.0,1625.0,87.5,2013,874,49.36
Huawei,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,160.0,2015,631,187.83
OnePlus,Android,16.28,yes,no,,16.0,256.0,4.0,3700.0,185.0,2018,489,700.94
Oppo,Android,15.24,yes,no,16.0,16.0,64.0,4.0,4000.0,185.0,2016,1065,571.14
Huawei,Android,12.7,no,no,8.0,1.3,32.0,4.0,2150.0,155.0,2013,807,189.16
Others,Android,12.7,yes,no,16.0,8.0,16.0,4.0,2700.0,142.0,2014,1007,199.31
LG,Android,15.37,yes,no,5.0,13.0,32.0,3.0,4000.0,196.5,2020,205,240.62
Vivo,Android,16.66,yes,yes,,32.0,128.0,8.0,4315.0,181.5,2020,165,545.57
Lenovo,Android,16.23,yes,no,8.0,32.0,128.0,6.0,4000.0,185.0,2019,446,373.92
ZTE,Android,16.43,yes,yes,,20.0,128.0,6.0,4000.0,168.0,2020,217,509.15
Spice,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,161.0,2013,967,130.9
LG,Android,20.32,yes,no,5.0,5.0,32.0,4.0,3000.0,290.0,2017,730,348.82
Lenovo,Android,17.78,no,no,2.0,2.0,16.0,4.0,3500.0,254.0,2017,769,80.61
Micromax,Android,10.29,no,no,2.0,0.3,16.0,4.0,1850.0,118.0,2013,577,60.24
Others,Android,12.75,yes,no,8.0,5.0,16.0,4.0,3000.0,130.0,2017,665,251.05
Samsung,Android,12.9,no,no,8.0,1.9,32.0,4.0,2600.0,182.0,2013,704,280.35
Xiaomi,Android,16.94,yes,yes,,16.0,128.0,6.0,4700.0,218.0,2020,306,413.09
Samsung,Android,12.88,yes,no,16.0,8.0,32.0,4.0,3300.0,182.0,2016,785,300.43
ZTE,Android,12.88,yes,no,13.0,1.0,16.0,4.0,3200.0,189.0,2013,866,340.03
HTC,Android,15.24,yes,no,12.0,8.0,128.0,4.0,3930.0,188.0,2017,561,660.32
Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1350.0,119.8,2014,1047,90.89
Lenovo,Android,17.78,no,no,5.0,2.0,32.0,4.0,3450.0,320.0,2014,573,118.35
Others,Android,20.32,no,no,2.0,2.0,32.0,2.0,4000.0,355.0,2020,276,80.37
Others,Android,12.57,yes,no,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,130.85
Acer,Android,12.88,no,no,8.0,2.0,32.0,4.0,2400.0,195.0,2013,946,318.89
Lenovo,Android,12.78,no,no,8.0,1.6,16.0,4.0,4000.0,190.0,2014,946,252.38
Huawei,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,150.0,2017,846,140.3
Asus,Android,12.83,yes,no,13.0,8.0,32.0,4.0,5000.0,181.0,2017,754,220.61
Motorola,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2600.0,136.0,2016,694,221.05
Samsung,Android,15.24,yes,no,12.0,24.0,64.0,4.0,3500.0,186.0,2018,407,279.8
Motorola,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2800.0,140.6,2016,659,100.22
Micromax,Android,20.32,no,no,5.0,2.0,32.0,4.0,4400.0,310.5,2015,604,149.34
Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,2000.0,168.0,2013,994,220.63
Xiaomi,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3100.0,185.0,2014,842,160.58
Huawei,Android,25.6,yes,no,13.0,8.0,32.0,4.0,7500.0,498.0,2018,522,300.48
Panasonic,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4000.0,193.0,2017,713,127.68
Others,Others,5.28,no,no,2.0,0.3,16.0,4.0,1280.0,113.6,2013,1046,21.07
Others,Others,5.18,no,no,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,48.52
Alcatel,Android,17.78,no,no,2.0,0.3,4.0,1.0,3240.0,285.0,2014,759,160.84
Lenovo,Android,12.7,yes,no,13.0,8.0,32.0,4.0,4000.0,145.0,2016,841,168.43
Honor,Android,15.47,yes,no,13.0,8.0,32.0,4.0,3020.0,150.0,2019,283,100.52
Xiaomi,Android,16.94,yes,yes,,16.0,128.0,6.0,4800.0,208.0,2020,319,250.42
Lenovo,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3500.0,170.0,2018,628,201.01
Micromax,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1008,67.83
Samsung,Android,15.32,yes,no,12.0,32.0,128.0,4.0,3500.0,169.0,2019,339,269.48
Nokia,Android,10.24,no,no,5.0,0.3,16.0,4.0,1800.0,150.0,2014,571,88.71
Meizu,Android,15.29,yes,no,,20.0,128.0,6.0,3600.0,166.0,2019,405,341.16
Alcatel,Android,17.78,yes,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,893,130.38
Alcatel,Android,7.75,no,no,3.15,0.3,16.0,4.0,1400.0,122.0,2013,597,100.51
Celkon,Android,10.29,no,no,5.0,1.3,16.0,4.0,1400.0,78.2,2014,985,79.85
Acer,Android,18.01,no,no,5.0,2.0,16.0,4.0,4000.0,380.0,2014,801,128.6
ZTE,Android,16.89,yes,yes,,12.0,128.0,6.0,5100.0,210.0,2020,278,311.11
LG,Android,12.75,yes,no,13.0,5.0,32.0,4.0,3000.0,146.0,2017,743,249.57
Alcatel,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2800.0,155.0,2017,751,120.06
LG,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2125.0,157.0,2016,824,118.6
Lenovo,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2700.0,129.0,2016,784,210.73
Others,Android,12.83,yes,no,12.0,8.0,64.0,4.0,2700.0,140.0,2018,470,400.56
Panasonic,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,145.0,2017,866,159.75
Asus,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3000.0,190.0,2015,1014,309.24
Honor,Android,16.69,yes,yes,13.0,8.0,256.0,8.0,4000.0,190.0,2020,266,634.09
Micromax,Android,7.75,no,no,1.3,0.3,16.0,4.0,1200.0,143.0,2015,731,39.44
Samsung,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2900.0,155.0,2015,673,250.56
Vivo,Android,15.32,yes,no,13.0,24.0,128.0,4.0,3315.0,164.0,2018,648,349.19
Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,142.6,2016,599,240.2
Honor,Android,20.32,yes,no,8.0,8.0,32.0,3.0,5100.0,173.0,2019,321,201.14
Huawei,Android,12.83,yes,no,8.0,8.0,128.0,4.0,3750.0,165.0,2017,691,449.35
HTC,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,138.9,2015,857,191.5
Vivo,Android,16.59,yes,no,13.0,16.0,128.0,4.0,3940.0,189.5,2019,351,300.53
Xiaomi,Android,15.7,yes,no,13.0,20.0,256.0,4.0,4000.0,182.0,2018,390,289.58
Honor,Android,16.69,yes,yes,13.0,8.0,128.0,8.0,4000.0,186.0,2020,256,495.54
Others,Android,16.59,yes,yes,2.0,16.0,128.0,6.0,4500.0,210.0,2020,234,397.57
Oppo,Android,15.29,yes,no,13.0,8.0,32.0,3.0,4230.0,168.0,2018,664,229.81
LG,Android,12.88,yes,no,8.0,1.3,32.0,4.0,3200.0,168.1,2014,1048,298.72
ZTE,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3140.0,185.0,2017,717,200.14
ZTE,Android,12.7,no,no,8.0,1.3,16.0,4.0,2500.0,163.0,2013,829,199.7
Vivo,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4150.0,194.0,2015,753,438.7
Asus,Android,17.78,no,no,2.0,0.3,32.0,4.0,3950.0,302.0,2013,643,99.65
Honor,Android,15.47,yes,no,13.0,8.0,64.0,4.0,3020.0,150.0,2019,431,199.57
LG,Android,7.82,no,no,3.15,1.3,16.0,4.0,1700.0,125.0,2013,592,110.43
Lava,Android,10.16,no,no,5.0,0.3,16.0,4.0,1700.0,136.0,2014,817,78.19
Celkon,Others,5.18,no,no,1.3,0.3,256.0,0.25,1800.0,140.0,2013,899,19.64
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2200.0,199.0,2013,783,150.54
HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2730.0,137.0,2018,708,129.6
Huawei,Android,25.6,yes,no,13.0,8.0,64.0,4.0,7500.0,498.0,2019,518,298.56
Panasonic,Android,12.7,no,no,8.0,1.3,16.0,4.0,2500.0,135.0,2013,967,439.52
Oppo,Android,15.29,yes,no,13.0,16.0,32.0,4.0,4230.0,168.0,2018,658,270.23
Coolpad,Android,12.83,yes,no,13.0,8.0,64.0,4.0,4060.0,167.0,2016,851,201.18
Lenovo,Android,12.83,no,no,5.0,0.3,16.0,4.0,2500.0,161.0,2014,1081,161.26
Sony,Android,10.29,no,no,5.0,0.3,16.0,4.0,2330.0,143.8,2014,954,188.61
Vivo,Android,12.88,yes,no,16.0,16.0,64.0,4.0,4000.0,183.5,2016,791,680.67
Sony,Android,12.83,yes,no,23.0,5.1,32.0,4.0,3430.0,180.0,2015,793,300.06
ZTE,Android,10.34,yes,no,13.0,5.0,16.0,4.0,2000.0,117.9,2014,741,212.25
Samsung,Android,7.75,no,no,3.0,1.3,16.0,4.0,1300.0,118.2,2013,600,72.31
Samsung,Android,15.34,yes,no,8.0,20.0,64.0,4.0,5000.0,185.0,2020,210,181.04
Others,Android,15.32,yes,no,2.0,16.0,128.0,4.0,5500.0,290.0,2020,306,246.49
ZTE,Android,12.83,yes,no,8.0,8.0,32.0,4.0,3000.0,149.5,2015,887,251.57
Celkon,Android,12.7,no,no,8.0,1.3,16.0,4.0,1400.0,140.0,2013,567,90.65
Lenovo,Android,15.24,no,no,5.0,0.3,32.0,4.0,2500.0,196.0,2014,904,131.86
Huawei,Android,16.81,yes,yes,13.0,16.0,128.0,6.0,4200.0,196.0,2019,269,650.76
Micromax,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,151.0,2017,664,100.38
Motorola,Android,12.83,yes,no,13.0,5.0,32.0,2.0,3000.0,140.0,2019,280,84.99
Sony,Android,15.37,yes,no,,8.0,64.0,4.0,3000.0,180.0,2019,252,429.1
Samsung,Android,12.73,yes,no,12.0,5.0,32.0,4.0,3000.0,152.0,2016,1048,290.01
Nokia,Others,5.18,no,no,0.3,0.0,0.1,0.03,1020.0,91.3,2020,148,20.32
Oppo,Android,10.29,no,no,5.0,2.0,16.0,4.0,2000.0,135.0,2015,593,129.96
Sony,Android,10.24,no,no,8.0,0.3,32.0,4.0,1750.0,137.0,2013,673,129.5
Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,2100.0,150.0,2014,1014,139.7
Alcatel,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2000.0,147.0,2014,929,178.3
LG,Android,7.67,no,no,3.15,1.3,16.0,4.0,1540.0,110.0,2013,810,90.92
Motorola,Android,12.7,yes,no,10.0,2.0,16.0,4.0,3500.0,167.0,2013,715,220.15
Others,Others,5.13,no,no,3.15,0.3,128.0,0.25,1150.0,136.0,2013,590,140.16
Sony,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2600.0,147.0,2015,806,218.0
Huawei,Android,10.29,yes,no,5.0,0.3,16.0,4.0,1950.0,150.0,2013,887,261.32
Sony,Android,15.24,yes,no,23.0,16.0,32.0,4.0,2700.0,188.0,2017,705,278.84
Lenovo,Android,17.78,yes,no,2.0,0.3,32.0,4.0,3450.0,260.0,2016,867,79.15
Celkon,Others,5.23,no,no,1.3,0.3,256.0,0.25,3000.0,140.0,2013,787,29.51
Samsung,Android,10.34,yes,no,5.0,2.0,32.0,4.0,2000.0,130.0,2017,670,119.23
Lenovo,Android,10.16,no,no,5.0,0.3,32.0,4.0,2000.0,132.0,2015,1055,60.22
Huawei,Android,20.42,yes,no,13.0,8.0,32.0,4.0,5100.0,316.0,2018,667,329.76
Micromax,Android,12.83,yes,no,13.0,13.0,128.0,4.0,3200.0,164.0,2017,879,359.7
Honor,Android,16.69,yes,yes,13.0,8.0,128.0,8.0,4000.0,186.0,2020,92,495.54
LG,Android,15.44,yes,yes,5.0,10.0,128.0,8.0,5000.0,218.0,2020,352,869.78
Xiaomi,Android,16.43,yes,no,12.0,32.0,128.0,6.0,5260.0,208.0,2019,207,390.99
Lava,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,124.0,2013,1001,68.98
OnePlus,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3300.0,175.0,2015,913,298.73
Samsung,Others,12.7,yes,no,8.0,5.0,32.0,4.0,2600.0,157.0,2016,907,201.0
Nokia,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,190.0,2014,1093,100.76
Motorola,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,749,299.86
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,143.0,2015,954,150.09
Samsung,Android,15.32,yes,yes,12.0,10.0,256.0,12.0,3500.0,168.0,2019,190,1100.62
ZTE,Android,12.83,yes,no,20.0,8.0,64.0,4.0,3250.0,175.0,2016,903,241.63
Lenovo,Android,12.7,yes,no,5.0,2.0,16.0,4.0,2300.0,157.0,2015,904,69.0
Others,Android,5.18,yes,no,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,119.83
Gionee,Android,15.24,yes,no,13.0,8.0,64.0,4.0,5000.0,199.0,2017,847,258.24
Others,Android,10.29,no,no,3.15,0.3,16.0,4.0,1800.0,135.0,2014,980,68.83
Honor,Android,16.74,yes,no,13.0,16.0,64.0,4.0,4000.0,196.8,2019,231,146.83
Huawei,Android,10.29,no,no,5.0,0.3,16.0,4.0,1750.0,145.0,2014,698,99.81
Vivo,Android,15.95,yes,no,13.0,12.0,128.0,4.0,3200.0,156.2,2018,582,550.7
Samsung,Android,15.29,yes,no,12.0,8.0,64.0,4.0,3500.0,189.0,2018,678,619.75
Others,Android,12.83,yes,no,13.0,5.0,32.0,3.0,4200.0,206.5,2020,214,300.31
Samsung,Android,7.75,no,no,5.0,0.3,16.0,4.0,1300.0,120.6,2013,777,120.91
Samsung,Others,5.18,no,no,2.0,1.3,16.0,4.0,800.0,99.8,2013,544,69.95
LG,Android,12.78,yes,no,12.3,8.0,32.0,4.0,2800.0,159.0,2016,726,299.19
OnePlus,Android,16.64,yes,yes,,16.0,128.0,8.0,4300.0,180.0,2020,232,651.01
Nokia,Android,17.3,yes,yes,0.3,24.0,64.0,6.0,4500.0,220.0,2020,127,499.89
Huawei,Android,25.43,yes,no,13.0,5.0,16.0,4.0,6660.0,500.0,2016,1007,249.87
Oppo,Android,12.7,no,no,8.0,5.0,16.0,4.0,2410.0,140.0,2013,691,300.18
Others,Android,12.7,no,no,13.0,2.0,32.0,4.0,2800.0,176.0,2017,565,58.54
Xiaomi,Android,15.21,yes,no,12.0,5.0,64.0,4.0,4000.0,180.0,2018,442,161.25
Others,Android,15.34,no,no,8.0,2.0,16.0,4.0,2800.0,232.0,2014,714,240.07
Meizu,Android,15.21,yes,no,13.0,8.0,64.0,4.0,3360.0,160.0,2018,637,278.52
Samsung,Android,20.42,no,no,8.0,2.1,16.0,4.0,4900.0,294.0,2014,598,300.78
Asus,Android,15.34,yes,no,,8.0,64.0,6.0,5000.0,190.0,2019,232,654.5
Nokia,Others,5.18,no,no,0.3,0.0,0.06,0.02,,81.0,2016,815,29.21
Samsung,Android,12.83,yes,no,12.0,5.0,32.0,4.0,3600.0,157.0,2016,896,350.38
Samsung,Android,12.7,yes,no,5.0,5.0,32.0,4.0,2600.0,169.0,2019,526,68.14
Samsung,Android,20.32,yes,no,5.0,2.0,16.0,4.0,4200.0,338.0,2015,578,220.07
Others,Android,19.96,no,no,8.0,2.0,16.0,4.0,5900.0,350.0,2015,976,389.79
Huawei,Android,16.23,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019,253,150.84
LG,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2440.0,129.6,2014,592,198.64
Lenovo,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4000.0,156.0,2015,828,450.72
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,118.0,2013,723,240.65
Motorola,Android,12.7,yes,no,8.0,2.0,16.0,4.0,4000.0,162.0,2017,746,121.52
Samsung,Android,5.28,no,no,2.0,1.3,16.0,4.0,1200.0,96.0,2013,965,119.45
Karbonn,Android,10.24,no,no,8.0,2.0,16.0,4.0,1625.0,126.5,2013,840,159.64
HTC,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2800.0,147.0,2015,598,320.0
Panasonic,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2000.0,110.0,2015,836,190.44
Panasonic,Android,12.83,yes,no,8.0,2.0,32.0,4.0,2500.0,158.0,2015,881,140.25
Lenovo,Android,15.24,yes,no,16.0,5.0,32.0,4.0,4000.0,179.0,2014,808,430.74
Sony,Android,10.16,no,no,5.0,0.3,16.0,4.0,1750.0,115.0,2013,934,130.75
Xiaomi,Android,12.88,yes,no,13.0,4.0,16.0,4.0,3000.0,161.0,2015,902,189.82
Samsung,Android,7.82,yes,no,8.0,5.0,16.0,4.0,1950.0,165.0,2017,593,199.56
ZTE,Android,10.16,yes,no,5.0,2.0,16.0,4.0,1650.0,149.5,2015,953,100.81
Infinix,Android,15.39,yes,no,,8.0,64.0,4.0,5000.0,185.0,2020,173,111.25
XOLO,Android,12.7,no,no,8.0,2.0,16.0,4.0,2250.0,120.0,2014,575,139.8
Huawei,Android,16.23,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020,161,158.88
Vivo,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3050.0,154.0,2016,661,460.65
Huawei,Android,15.47,yes,no,13.0,8.0,32.0,3.0,3020.0,150.0,2020,326,91.79
Oppo,Android,15.95,yes,no,13.0,20.0,128.0,4.0,3430.0,180.0,2018,399,510.02
Micromax,Android,10.34,no,no,13.0,13.0,16.0,4.0,2300.0,138.0,2014,575,239.57
Sony,Android,12.75,yes,no,19.0,13.0,64.0,4.0,2700.0,155.0,2017,636,259.72
Alcatel,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2820.0,125.0,2015,629,58.21
Nokia,Windows,10.24,no,no,6.7,1.3,32.0,4.0,2000.0,128.0,2013,781,199.18
Nokia,Others,5.18,no,no,0.3,0.0,0.1,0.03,1020.0,90.5,2020,272,29.96
Alcatel,Android,17.78,yes,no,3.0,0.3,4.0,1.0,3240.0,279.0,2014,1046,191.21
Others,Android,25.43,no,no,2.0,0.3,32.0,4.0,3830.0,500.0,2017,878,168.66
Nokia,Android,12.83,yes,no,8.0,5.0,32.0,4.0,4000.0,174.0,2018,635,99.69
Sony,Android,10.36,no,no,8.0,0.3,32.0,4.0,2300.0,148.0,2014,962,180.82
Vivo,Android,12.83,yes,no,16.0,14.0,64.0,4.0,3160.0,158.6,2017,601,449.41
Motorola,Android,15.29,yes,no,12.0,12.0,64.0,4.0,3000.0,170.0,2018,438,318.39
ZTE,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2400.0,154.0,2015,793,218.32
Others,Android,12.88,no,no,13.0,5.0,16.0,4.0,3000.0,174.0,2018,597,100.49
Google,Android,12.88,yes,no,12.2,8.0,64.0,6.0,2800.0,162.0,2019,203,483.65
Huawei,Android,16.59,yes,yes,13.0,16.0,512.0,12.0,4500.0,198.0,2019,289,1699.36
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,2100.0,146.5,2014,730,58.68
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,164.0,2013,823,179.65
LG,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,155.0,2015,617,300.84
Karbonn,Android,12.7,no,no,8.0,0.3,16.0,4.0,1800.0,104.5,2013,840,120.2
Oppo,Android,15.34,yes,yes,,32.0,128.0,8.0,4025.0,180.0,2020,218,399.55
Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,441.18
Karbonn,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,200.0,2013,573,160.19
Oppo,Android,16.59,yes,no,8.0,16.0,128.0,6.0,4020.0,190.0,2019,321,258.86
Lenovo,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2300.0,129.0,2014,680,260.83
Others,Android,20.55,yes,no,8.0,0.3,16.0,2.0,2000.0,374.0,2013,1064,281.23
Sony,Android,25.43,no,no,8.1,2.2,16.0,4.0,6000.0,495.0,2013,607,299.51
Others,Android,12.83,no,no,8.0,8.0,32.0,1.0,2200.0,158.0,2019,213,68.22
LG,Android,15.34,yes,no,8.0,32.0,128.0,6.0,4000.0,192.0,2019,193,722.5
Meizu,Android,13.84,yes,no,13.0,8.0,16.0,4.0,3000.0,150.0,2018,698,89.21
Alcatel,Android,12.75,yes,no,12.0,8.0,32.0,4.0,2850.0,147.0,2017,716,138.28
Vivo,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2450.0,151.0,2015,857,299.92
Xiaomi,Android,12.7,yes,no,13.0,8.0,16.0,4.0,3080.0,149.0,2014,591,228.59
Others,Android,10.29,no,no,8.0,2.0,32.0,4.0,2100.0,150.0,2014,708,89.97
Microsoft,Windows,12.88,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,823,201.61
XOLO,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,120.0,2014,939,80.07
Celkon,Others,5.23,no,no,0.3,0.3,256.0,0.25,1400.0,140.0,2013,687,21.51
Honor,Android,15.32,yes,no,13.0,8.0,64.0,3.0,5000.0,185.0,2020,346,140.24
Alcatel,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,96.0,2013,831,129.93
HTC,Android,10.24,yes,no,4.0,1.6,16.0,4.0,1800.0,122.0,2013,920,239.03
Vivo,Android,13.87,yes,no,14.5,16.0,128.0,4.0,4080.0,178.0,2016,840,699.7
Others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,153.0,2016,540,189.81
Motorola,Android,12.75,yes,no,13.0,2.0,16.0,4.0,2300.0,144.0,2014,572,321.62
Nokia,Android,12.75,yes,no,16.0,5.0,64.0,4.0,3000.0,160.0,2017,597,247.84
HTC,Android,12.93,yes,no,4.0,2.1,16.0,4.0,3300.0,217.0,2013,683,369.6
Others,Others,5.08,no,no,1.3,0.3,64.0,0.25,620.0,69.0,2013,990,20.23
Micromax,Others,5.18,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,694,21.02
Others,Android,12.75,yes,no,12.0,8.0,64.0,4.0,3100.0,165.0,2018,454,189.69
Honor,Android,15.32,yes,no,13.0,16.0,64.0,4.0,4000.0,171.5,2019,371,219.5
